,Unnamed: 0,ISBN,rating
99,14650,0373711972,10.0
100,14651,0373711999,10.0
101,46761,0843733756,10.0
102,14655,0373712065,10.0
103,14656,0373712081,10.0
104,14657,0373712103,10.0
105,14660,0373712189,10.0
106,14661,0373712197,10.0
107,14662,0373712200,10.0
108,14663,0373712251,10.0
109,14664,0373712278,10.0
110,14665,0373712286,10.0
111,14667,0373750048,10.0
112,32845,0618004149,10.0
113,14671,0373750099,10.0
114,54524,1579901913,10.0
115,54523,1579901905,10.0
116,14680,0373750269,10.0
117,14681,0373750285,10.0
118,14682,0373750293,10.0
119,14683,0373750315,10.0
120,14684,0373750358,10.0
121,14685,0373750382,10.0
122,14686,0373750390,10.0
123,43030,0789471442,10.0
124,40740,0753105209,10.0
125,54577,1581150296,10.0
126,46676,0842355715,10.0
127,43014,0789446197,10.0
128,46682,0842364366,10.0
129,33000,0670030260,10.0
130,14299,037357049X,10.0
131,32998,0670030201,10.0
132,14309,037359819X,10.0
133,46683,0842364412,10.0
134,14315,0373613563,10.0
135,43018,0789447096,10.0
136,54662,1582971846,10.0
137,54660,1582971242,10.0
138,46684,0842365753,10.0
139,46685,084236594X,10.0
140,40765,075380204X,10.0
141,46689,0842373624,10.0
142,54651,1582900337,10.0
143,14336,037361926X,10.0
144,54647,1582700133,10.0
145,14338,0373631588,10.0
146,14340,0373650205,10.0
147,14341,037365023X,10.0
148,14342,0373650256,10.0
149,14343,0373650302,10.0
150,14345,0373650396,10.0
151,14347,037365054X,10.0
152,54644,1582614687,10.0
153,46690,0842373640,10.0
154,54689,1583144277,10.0
155,33013,0670030791,10.0
156,54643,1582460981,10.0
157,43012,0789444550,10.0
158,33033,0670031410,10.0
159,54716,1583940634,10.0
160,54715,1583940537,10.0
161,14229,0373501749,10.0
162,14230,0373501757,10.0
163,14235,0373510020,10.0
164,14236,0373510055,10.0
165,14237,037351011X,10.0
166,14238,0373510136,10.0
167,14241,0373510160,10.0
168,14242,0373510187,10.0
169,14243,0373510195,10.0
170,14244,0373510209,10.0
171,14245,0373510225,10.0
172,14246,0373510241,10.0
173,14248,0373510330,10.0
174,14249,0373510365,10.0
175,14250,0373510381,10.0
176,54710,1583670394,10.0
177,14252,0373510403,10.0
178,14253,0373511167,10.0
179,33024,067003116X,10.0
180,43009,0789439905,10.0
181,14260,0373511469,10.0
182,14261,0373511744,10.0
183,38851,0738701262,10.0
184,54696,1583200002,10.0
185,43019,078944724X,10.0
186,54641,1582450331,10.0
187,54579,1581172206,10.0
188,40756,0753502488,10.0
189,46709,0842387153,10.0
190,14432,0373705247,10.0
191,40754,0753500418,10.0
192,46710,0842387765,10.0
193,32945,0631217975,10.0
194,14438,0373705832,10.0
195,46711,0843100559,10.0
196,46713,084310211X,10.0
197,40752,0753453290,10.0
198,40751,0753451948,10.0
199,32936,0631149244,10.0
200,46717,0843105593,10.0
201,46719,0843105739,10.0
202,43028,0789466244,10.0
203,14466,0373706901,10.0
204,54594,1582210209,10.0
205,54593,1581840594,10.0
206,54592,1581823657,10.0
207,54591,1581822871,10.0
208,54590,1581820380,10.0
209,40741,0753107449,10.0
210,54588,1581800959,10.0
211,54585,1581590199,10.0
212,14481,037370755X,10.0
213,14482,0373707606,10.0
214,14485,0373707657,10.0
215,54582,1581346085,10.0
216,32949,0632053194,10.0
217,46707,0842385231,10.0
218,40763,0753800411,10.0
219,14420,0373704070,10.0
220,32977,0664225683,10.0
221,46693,0842375090,10.0
222,46696,0842379304,10.0
223,32967,0658003747,10.0
224,46701,0842382275,10.0
225,32965,06537300425,10.0
226,40760,0753703580,10.0
227,54631,1582403228,10.0
228,14384,0373691424,10.0
229,14385,0373691432,10.0
230,43745,0805043888,10.0
231,14392,0373691580,10.0
232,14393,0373691602,10.0
233,14394,0373691610,10.0
234,14397,0373691653,10.0
235,32956,064400301,10.0
236,14400,0373691718,10.0
237,14402,0373691734,10.0
238,14404,0373691793,10.0
239,14405,0373691807,10.0
240,14406,0373691823,10.0
241,14407,037369184X,10.0
242,46706,0842384189,10.0
243,14410,0373691912,10.0
244,54624,1582344205,10.0
245,54623,1582343772,10.0
246,14419,037370402X,10.0
247,32823,0613277619,10.0
248,54482,1579181406,10.0
249,15458,0375503811,10.0
250,15208,0374373620,10.0
251,15157,0374166730,10.0
252,15160,0374172897,10.0
253,32671,060264268,10.0
254,15169,0374185522,10.0
255,46838,0843943343,10.0
256,32661,060059114X,10.0
257,15186,0374250332,10.0
258,54277,1575669188,10.0
259,32654,0600576205,10.0
260,38881,0739417053,10.0
261,15200,0374310904,10.0
262,15202,0374311145,10.0
263,15203,0374321272,10.0
264,54267,1575668831,10.0
265,14756,0373764677,10.0
266,43064,0791426785,10.0
267,15218,0374403449,10.0
268,15222,0374413312,10.0
269,15231,0374456283,10.0
270,15234,0374480095,10.0
271,15236,0374500363,10.0
272,15241,0374505845,10.0
273,15244,0374516596,10.0
274,15245,0374516642,10.0
275,15246,0374516707,10.0
276,32641,0600502481,10.0
277,15254,0374521336,10.0
278,15255,0374521409,10.0
279,15148,0374148309,10.0
280,32681,0606191267,10.0
281,15141,0374126178,10.0
282,54292,1575849399,10.0
283,15074,0373835663,10.0
284,32698,060960225X,10.0
285,54317,1576735974,10.0
286,15086,0373835884,10.0
287,54314,1576734641,10.0
288,54313,1576734560,10.0
289,15095,0373836309,10.0
290,15096,0373870051,10.0
291,15099,0373871082,10.0
292,15100,0373871090,10.0
293,15104,0373872100,10.0
294,54308,1576732835,10.0
295,15107,0373872178,10.0
296,15108,0373872186,10.0
297,54307,1576732762,10.0
298,15111,0373872453,10.0
299,15113,0373885016,10.0
300,15114,0373898347,10.0
301,15115,0373898460,10.0
302,54305,1576732193,10.0
303,15118,0373970080,10.0
304,54303,1576731863,10.0
305,15125,0373971214,10.0
306,32687,0609600672,10.0
307,32685,0609001302,10.0
308,32684,060629466X,10.0
309,54300,1576731197,10.0
310,15256,0374521484,10.0
311,15258,0374522685,10.0
312,15266,0374525226,10.0
313,32596,059526882X,10.0
314,38889,0739420577,10.0
315,15358,0375411976,10.0
316,15359,0375411984,10.0
317,32593,059525070X,10.0
318,15365,0375412247,10.0
319,38890,0739421336,10.0
320,54217,1575667223,10.0
321,15387,0375414576,10.0
322,15390,0375414827,10.0
323,54213,157566710X,10.0
324,32586,0595209238,10.0
325,15397,0375417206,10.0
326,38892,0739421751,10.0
327,15403,0375420924,10.0
328,15411,0375422234,10.0
329,32577,0595166601,10.0
330,15419,0375431063,10.0
331,46906,0843948264,10.0
332,15424,0375500162,10.0
333,15425,0375500200,10.0
334,15441,0375501916,10.0
335,32565,0595124674,10.0
336,54197,1575665778,10.0
337,40636,0752600667,10.0
338,54195,1575665379,10.0
339,15451,0375502971,10.0
340,32562,059509354X,10.0
341,15353,0375411585,10.0
342,15346,0375411089,10.0
343,54250,1575668297,10.0
344,54223,157566741,10.0
345,15269,0374525641,10.0
346,15271,0374525811,10.0
347,15274,0374527172,10.0
348,43732,0805034404,10.0
349,32628,0600336549,10.0
350,32627,060033001X,10.0
351,15286,0375400516,10.0
352,15291,0375401458,10.0
353,46877,0843946334,10.0
354,43071,0792270622,10.0
355,32617,0600201058,10.0
356,43072,0792271521,10.0
357,15304,0375404031,10.0
358,32615,0600006042,10.0
359,15307,037540435X,10.0
360,15308,0375404538,10.0
361,15310,0375405062,10.0
362,32614,0600000931,10.0
363,32613,0596004478,10.0
364,15314,0375405607,10.0
365,40647,0752805932,10.0
366,15325,0375406727,10.0
367,15329,0375407340,10.0
368,15331,037540807X,10.0
369,32604,0595304311,10.0
370,43073,0792271807,10.0
371,38888,0739419994,10.0
372,54320,157673613X,10.0
373,32706,0609604201,10.0
374,54328,157673708X,10.0
375,14836,0373790406,10.0
376,14845,037379049X,10.0
377,14848,037379052X,10.0
378,14849,0373790538,10.0
379,14850,0373790546,10.0
380,43040,0789484390,10.0
381,14855,0373790597,10.0
382,14856,0373790600,10.0
383,14857,0373790619,10.0
384,32782,060980958X,10.0
385,14860,0373790643,10.0
386,14861,0373790651,10.0
387,14871,0373790759,10.0
388,32777,0609808982,10.0
389,14880,0373790848,10.0
390,14881,0373790856,10.0
391,43042,0789488914,10.0
392,54451,1578567785,10.0
393,43043,0789489724,10.0
394,32773,0609808028,10.0
395,43044,0789499142,10.0
396,54450,1578567769,10.0
397,54449,1578567440,10.0
398,54448,1578567408,10.0
399,54447,1578567246,10.0
400,40696,0752842897,10.0
401,38872,0739408259,10.0
402,54436,1578561507,10.0
403,14838,0373790422,10.0
404,14833,0373790368,10.0
405,54432,1578409861,10.0
406,14831,0373790341,10.0
407,54481,157918135X,10.0
408,54479,157912240X,10.0
409,46775,0843927089,10.0
410,54477,1579121683,10.0
411,32812,0613173538,10.0
412,54471,1579120466,10.0
413,32807,0613096207,10.0
414,46784,0843931299,10.0
415,46786,0843932260,10.0
416,46787,0843932821,10.0
417,43036,0789478587,10.0
418,46789,0843932929,10.0
419,14787,0373765215,10.0
420,46790,0843932937,10.0
421,54464,1578631351,10.0
422,38869,0739406086,10.0
423,54460,1578591201,10.0
424,54459,1578591058,10.0
425,32794,0613025024,10.0
426,54457,1578590698,10.0
427,14802,0373770014,10.0
428,14805,0373770065,10.0
429,14815,0373790104,10.0
430,14818,0373790139,10.0
431,46798,0843934913,10.0
432,14822,0373790201,10.0
433,14826,0373790279,10.0
434,54433,157840990X,10.0
435,40693,0752839853,10.0
436,15054,0373834640,10.0
437,54376,1577344715,10.0
438,54369,1577310047,10.0
439,54368,1577292847,10.0
440,54367,1577292723,10.0
441,54366,1577292715,10.0
442,54365,1577292693,10.0
443,46823,0843940530,10.0
444,15000,0373825021,10.0
445,54362,1577192761,10.0
446,15006,0373825196,10.0
447,15008,0373825935,10.0
448,54356,1576903389,10.0
449,32732,060960922X,10.0
450,32731,0609609211,10.0
451,15016,0373832532,10.0
452,15020,0373832974,10.0
453,15021,0373832990,10.0
454,32727,0609608800,10.0
455,15027,0373833288,10.0
456,32725,0609608746,10.0
457,32724,0609608738,10.0
458,32721,0609608444,10.0
459,54344,1576739627,10.0
460,15038,0373833741,10.0
461,54341,1576738825,10.0
462,40670,0752818643,10.0
463,46829,084394272X,10.0
464,32712,0609606441,10.0
465,54375,1577341856,10.0
466,54377,1577347242,10.0
467,40691,0752839802,10.0
468,54385,1577483421,10.0
469,43048,078971406X,10.0
470,14926,037379133X,10.0
471,14930,0373791461,10.0
472,14931,0373791488,10.0
473,14934,0373791550,10.0
474,14935,0373791569,10.0
475,14937,037380203X,10.0
476,14940,0373802064,10.0
477,14941,0373802072,10.0
478,14944,0373802102,10.0
479,14945,0373802110,10.0
480,46812,0843938234,10.0
481,32757,0609804774,10.0
482,14952,037381013X,10.0
483,43049,0789721090,10.0
484,38873,0739408534,10.0
485,32752,0609803875,10.0
486,32750,0609802348,10.0
487,54404,1577660730,10.0
488,43050,0789721937,10.0
489,54402,157761176,10.0
490,54400,1577595483,10.0
491,54399,1577594673,10.0
492,43052,0789724243,10.0
493,54393,1577590872,10.0
494,40680,0752834045,10.0
495,43054,0790004100,10.0
496,54721,1584760605,10.0
497,33034,0670031437,10.0
498,54722,158479089X,10.0
499,40866,0756400783,10.0
500,13450,0373242808,10.0
501,55061,1592799671,10.0
502,55057,1592798969,10.0
503,55056,1592798896,10.0
504,55055,1592798780,10.0
505,13462,037324343X,10.0
506,55054,1592798748,10.0
507,55052,1592660428,10.0
508,55051,1592660118,10.0
509,33279,0670885142,10.0
510,33278,0670884596,10.0
511,40867,0756400805,10.0
512,13472,0373243685,10.0
513,33276,0670884073,10.0
514,54725,158480114X,10.0
515,55042,1592241255,10.0
516,55040,1592231160,10.0
517,33274,0670883417,10.0
518,55039,1592220231,10.0
519,55038,1592220193,10.0
520,55036,1592220096,10.0
521,33270,067088135X,10.0
522,38817,0736912932,10.0
523,55033,1592220037,10.0
524,13494,0373244738,10.0
525,13495,0373244797,10.0
526,55031,159197206X,10.0
527,33265,0670879371,10.0
528,55062,159279968X,10.0
529,33285,0670887269,10.0
530,55064,1592799779,10.0
531,13443,0373241852,10.0
532,13376,0373226500,10.0
533,13381,0373226675,10.0
534,33298,0670891649,10.0
535,55078,1593070527,10.0
536,55076,1592910122,10.0
537,46562,0840730756,10.0
538,13400,0373227388,10.0
539,13403,0373227892,10.0
540,13405,0373230206,10.0
541,13409,0373240244,10.0
542,13410,0373240252,10.0
543,13411,0373240260,10.0
544,13412,0373240279,10.0
545,13413,0373240287,10.0
546,13415,0373240325,10.0
547,13418,0373240473,10.0
548,13426,0373240996,10.0
549,13427,0373241038,10.0
550,13431,0373241224,10.0
551,13433,0373241429,10.0
552,13436,0373241682,10.0
553,13437,0373241690,10.0
554,13438,0373241704,10.0
555,13439,0373241747,10.0
556,13440,0373241763,10.0
557,13441,037324178X,10.0
558,13442,0373241836,10.0
559,55029,1591827663,10.0
560,13502,0373244991,10.0
561,46581,0840795963,10.0
562,13568,0373250339,10.0
563,33238,0670870129,10.0
564,13572,0373250371,10.0
565,13573,037325038X,10.0
566,13574,0373250398,10.0
567,38821,0737006013,10.0
568,13586,0373250517,10.0
569,33236,0670869759,10.0
570,46600,0842304215,10.0
571,13592,0373250576,10.0
572,33232,067086871X,10.0
573,33231,0670868701,10.0
574,13598,0373250657,10.0
575,13601,037325069X,10.0
576,13602,0373250703,10.0
577,13603,0373250746,10.0
578,13604,0373251017,10.0
579,33227,067086661X,10.0
580,13612,0373253184,10.0
581,33223,0670864013,10.0
582,46602,0842304746,10.0
583,33221,0670863734,10.0
584,13620,0373254547,10.0
585,13621,0373254571,10.0
586,54985,159080340X,10.0
587,54984,1590803086,10.0
588,13628,0373255446,10.0
589,13629,0373255500,10.0
590,33239,0670870412,10.0
591,38820,073700035X,10.0
592,55028,1591827655,10.0
593,13560,0373250258,10.0
594,13506,0373245203,10.0
595,55025,1591825016,10.0
596,55021,1591823803,10.0
597,55017,1591822580,10.0
598,55016,1591822572,10.0
599,55014,1591821789,10.0
600,46587,0841914214,10.0
601,55013,1591821533,10.0
602,33258,0670878553,10.0
603,55012,1591820073,10.0
604,55011,1591580862,10.0
605,33257,0670878083,10.0
606,46588,0842024859,10.0
607,13527,0373245548,10.0
608,46589,0842026320,10.0
609,13532,0373245645,10.0
610,33253,0670874914,10.0
611,33251,067087485X,10.0
612,33249,0670873926,10.0
613,33248,0670873713,10.0
614,46592,0842029370,10.0
615,55003,159105236X,10.0
616,55002,1591051894,10.0
617,55001,1591051827,10.0
618,54999,1591051401,10.0
619,54998,1591051363,10.0
620,33244,0670872814,10.0
621,13374,0373226454,10.0
622,55085,1593080654,10.0
623,38814,0736909680,10.0
624,13192,037319644X,10.0
625,55157,1594142157,10.0
626,55156,1594142122,10.0
627,55155,1594142033,10.0
628,55154,1594141991,10.0
629,13202,0373196776,10.0
630,13203,037319692X,10.0
631,55153,1594141983,10.0
632,55152,1594141975,10.0
633,13210,0373201125,10.0
634,40881,0756401275,10.0
635,55151,1594141940,10.0
636,13214,0373201370,10.0
637,13215,0373201427,10.0
638,55150,1594141932,10.0
639,13219,0373201575,10.0
640,55146,1594141851,10.0
641,46520,0836280059,10.0
642,55144,1594141819,10.0
643,55143,1594141800,10.0
644,55142,1594141797,10.0
645,13229,037321720X,10.0
646,42977,0789254484,10.0
647,55141,1594141487,10.0
648,13234,0373217323,10.0
649,40879,0756401224,10.0
650,55138,1594141428,10.0
651,13240,0373218117,10.0
652,13193,0373196458,10.0
653,55158,1594142203,10.0
654,55134,1594141118,10.0
655,55159,1594142246,10.0
656,13134,0373169965,10.0
657,13135,0373170165,10.0
658,55187,1740592913,10.0
659,55186,1740592409,10.0
660,55185,1740590392,10.0
661,13143,0373190085,10.0
662,13148,0373190875,10.0
663,55180,174051114X,10.0
664,13150,0373191189,10.0
665,55179,1740451953,10.0
666,13152,0373191456,10.0
667,13154,037319191X,10.0
668,13155,0373191960,10.0
669,13156,0373191979,10.0
670,13157,037319210X,10.0
671,55178,174045085X,10.0
672,55177,1740401379,10.0
673,13162,037319272X,10.0
674,43759,0805050604,10.0
675,55175,1740099869,10.0
676,55172,1594660182,10.0
677,55170,1594480001,10.0
678,55169,1594260265,10.0
679,55165,1594142459,10.0
680,38812,0736903208,10.0
681,13187,0373196326,10.0
682,55160,1594142270,10.0
683,55137,1594141398,10.0
684,13245,0373218222,10.0
685,13371,037322639X,10.0
686,55103,1594140618,10.0
687,13313,0373225008,10.0
688,55101,1594140596,10.0
689,13316,0373225105,10.0
690,13318,0373225202,10.0
691,55100,1594140588,10.0
692,13320,0373225296,10.0
693,13322,0373225342,10.0
694,46546,0838402089,10.0
695,33319,0670896713,10.0
696,55097,1594140278,10.0
697,13330,037322558X,10.0
698,55093,1593551649,10.0
699,13335,0373225768,10.0
700,55092,1593301103,10.0
701,46547,0838408230,10.0
702,13342,0373225962,10.0
703,13346,0373226039,10.0
704,13351,0373226098,10.0
705,13352,0373226101,10.0
706,13353,037322611X,10.0
707,13354,0373226128,10.0
708,13356,0373226152,10.0
709,13357,0373226160,10.0
710,40875,0756401011,10.0
711,13362,0373226276,10.0
712,13364,0373226292,10.0
713,33306,06708941844,10.0
714,13311,0373224915,10.0
715,55104,1594140626,10.0
716,13248,0373218265,10.0
717,13301,0373224532,10.0
718,13251,0373218338,10.0
719,13252,0373218346,10.0
720,55129,1594141010,10.0
721,55125,1594140979,10.0
722,55124,1594140960,10.0
723,55123,1594140898,10.0
724,55121,1594140871,10.0
725,13265,0373218788,10.0
726,55119,1594140812,10.0
727,46534,0837194822,10.0
728,13272,0373221983,10.0
729,55116,1594140766,10.0
730,13275,0373222289,10.0
731,46538,0837850681,10.0
732,55114,1594140723,10.0
733,55113,1594140715,10.0
734,13282,0373222823,10.0
735,55112,1594140707,10.0
736,13284,0373223005,10.0
737,13285,0373223188,10.0
738,13286,0373223242,10.0
739,13287,0373223250,10.0
740,13288,0373223455,10.0
741,55110,1594140685,10.0
742,55109,1594140677,10.0
743,13299,0373224478,10.0
744,55105,1594140634,10.0
745,54983,1590710231,10.0
746,54980,1590581229,10.0
747,54979,1590581210,10.0
748,14037,0373303793,10.0
749,40815,0755100174,10.0
750,33084,0670050199,10.0
751,40813,0754805654,10.0
752,54781,1585743119,10.0
753,14045,0373440146,10.0
754,14046,0373440189,10.0
755,14048,0373440448,10.0
756,14050,0373440510,10.0
757,14051,0373440634,10.0
758,33082,0670041136X,10.0
759,14053,0373440669,10.0
760,48910,0886776600,10.0
761,33078,0670036455,10.0
762,40810,0754801993,10.0
763,54775,1585741728,10.0
764,14068,0373441509,10.0
765,14070,0373441525,10.0
766,14071,0373441541,10.0
767,14072,037344155X,10.0
768,33076,067003584X,10.0
769,14075,0373441584,10.0
770,14076,0373441614,10.0
771,14078,0373441630,10.0
772,14079,0373441649,10.0
773,14080,0373441657,10.0
774,14083,037344172X,10.0
775,14084,0373441738,10.0
776,54787,1585790109,10.0
777,33086,0670136662,10.0
778,33074,0670033596,10.0
779,14035,037330112X,10.0
780,46650,084233596X,10.0
781,54805,1586215027,10.0
782,13979,0373291574,10.0
783,54804,1586214055,10.0
784,54803,158621084X,10.0
785,13986,037329171X,10.0
786,46651,0842335978,10.0
787,46652,0842335994,10.0
788,13994,0373291973,10.0
789,13995,0373292007,10.0
790,13996,0373292023,10.0
791,13997,0373292031,10.0
792,40823,0755109597,10.0
793,54796,1585980730,10.0
794,33094,0670304654,10.0
795,14003,0373292155,10.0
796,14008,0373292376,10.0
797,40820,0755107918,10.0
798,40819,0755107888,10.0
799,42985,0789402114,10.0
800,40817,0755100697,10.0
801,54789,1585790370,10.0
802,54788,158579029X,10.0
803,46653,0842337911,10.0
804,14028,0373293119,10.0
805,14029,0373293127,10.0
806,14034,0373293224,10.0
807,14085,0373441746,10.0
808,33072,0670033278,10.0
809,13971,0373291264,10.0
810,14148,0373483031,10.0
811,14152,0373483201,10.0
812,14154,0373483317,10.0
813,14156,0373483422,10.0
814,46664,0842345523,10.0
815,33051,0670032190,10.0
816,14163,0373483554,10.0
817,14164,0373483570,10.0
818,14165,0373483619,10.0
819,38848,073870072X,10.0
820,42991,0789410672,10.0
821,38849,0738700738,10.0
822,42993,0789419742,10.0
823,14178,0373483864,10.0
824,46669,0842352899,10.0
825,54739,1585421170,10.0
826,14185,0373484070,10.0
827,33043,0670032034,10.0
828,54738,1585420492,10.0
829,14189,0373484127,10.0
830,14190,0373484143,10.0
831,14191,0373484178,10.0
832,54737,1585420182,10.0
833,14195,0373484283,10.0
834,54735,1585160792,10.0
835,54733,1584882913,10.0
836,42997,078942536X,10.0
837,46670,0842353623,10.0
838,14149,037348304X,10.0
839,54748,1585670472,10.0
840,14089,0373441789,10.0
841,40803,0754076075,10.0
842,14090,0373441797,10.0
843,14091,0373441800,10.0
844,14094,0373441835,10.0
845,14095,0373441843,10.0
846,14098,0373441878,10.0
847,14102,0373441940,10.0
848,14104,0373441975,10.0
849,14105,0373442009,10.0
850,14109,0373451806,10.0
851,14110,0373451903,10.0
852,14111,0373451911,10.0
853,40809,0754703568,10.0
854,14113,0373471556,10.0
855,14120,0373482175,10.0
856,14122,0373482221,10.0
857,14123,037348223X,10.0
858,14124,0373482248,10.0
859,14125,0373482256,10.0
860,14126,0373482264,10.0
861,14127,0373482272,10.0
862,14128,0373482299,10.0
863,38847,0738700339,10.0
864,40807,0754110001,10.0
865,42988,0789406292,10.0
866,14141,037348285X,10.0
867,14142,0373482892,10.0
868,14143,0373482914,10.0
869,13972,0373291302,10.0
870,13967,0373291213,10.0
871,13636,037325668X,10.0
872,13717,0373261268,10.0
873,54946,1590580427,10.0
874,38827,073739983X,10.0
875,33181,0670846430,10.0
876,13736,037326254X,10.0
877,46615,0842319476,10.0
878,13743,0373263023,10.0
879,54929,1590522656,10.0
880,54928,1590522435,10.0
881,46619,0842321470,10.0
882,13760,0373264798,10.0
883,13769,0373270933,10.0
884,54924,1590522095,10.0
885,46623,0842327754,10.0
886,13774,0373271247,10.0
887,54920,159052151X,10.0
888,46624,0842328750,10.0
889,13783,0373271948,10.0
890,13785,0373272006,10.0
891,54914,1590520734,10.0
892,13793,0373272243,10.0
893,13797,0373272308,10.0
894,13798,0373272367,10.0
895,13800,0373272421,10.0
896,46626,0842329120,10.0
897,13803,0373272480,10.0
898,13804,0373272545,10.0
899,33159,0670834262,10.0
900,33190,0670849618,10.0
901,33191,0670849642,10.0
902,40843,0756400147,10.0
903,33193,0670850543,10.0
904,33218,067086045X,10.0
905,13640,0373257295,10.0
906,13642,0373257570,10.0
907,54978,1590581172,10.0
908,13645,0373257759,10.0
909,54976,1590581091,10.0
910,33214,0670859117,10.0
911,33213,0670858765,10.0
912,13654,0373258488,10.0
913,54973,1590580982,10.0
914,13662,0373258860,10.0
915,13663,0373258909,10.0
916,13664,0373258933,10.0
917,40850,0756400430,10.0
918,54970,1590580915,10.0
919,13670,0373259328,10.0
920,13671,0373259336,10.0
921,13676,037325945X,10.0
922,54968,1590580885,10.0
923,33208,0670857416,10.0
924,13686,037325959X,10.0
925,33206,0670856401,10.0
926,54965,1590580753,10.0
927,54962,1590580729,10.0
928,46610,084231928X,10.0
929,54960,1590580680,10.0
930,54958,1590580664,10.0
931,13806,037327260X,10.0
932,13811,0373272790,10.0
933,54812,1586481843,10.0
934,33128,0670815926,10.0
935,54845,1587154714,10.0
936,13908,037328926X,10.0
937,13911,0373289324,10.0
938,33122,067081302,10.0
939,38843,0738207403,10.0
940,54837,1587150107,10.0
941,54836,1587150085,10.0
942,13920,037328957X,10.0
943,13921,037328960X,10.0
944,13922,0373289693,10.0
945,13925,0373289820,10.0
946,13927,0373289871,10.0
947,54829,1586637568,10.0
948,54828,1586637533,10.0
949,13939,0373290276,10.0
950,33113,067074722X,10.0
951,13944,0373290446,10.0
952,54819,1586603213,10.0
953,54818,1586602470,10.0
954,13950,0373290616,10.0
955,54817,1586601415,10.0
956,13953,0373290772,10.0
957,46647,0842335684,10.0
958,33108,0670557455,10.0
959,13961,0373291086,10.0
960,13962,0373291094,10.0
961,33105,0670490032,10.0
962,13897,0373288816,10.0
963,13891,0373288646,10.0
964,13812,0373272804,10.0
965,54848,1587155737,10.0
966,13814,0373272820,10.0
967,33156,0670831727,10.0
968,33155,067083095X,10.0
969,13818,0373272863,10.0
970,13826,037327307X,10.0
971,13827,0373273088,10.0
972,13828,0373273096,10.0
973,33152,0670829390,10.0
974,13833,0373273169,10.0
975,33148,0670826391,10.0
976,54892,1589820673,10.0
977,38833,0738202827,10.0
978,54890,1589800885,10.0
979,54887,1589392191,10.0
980,54885,1589230795,10.0
981,33146,0670825212,10.0
982,33145,0670824402,10.0
983,54882,1589196635,10.0
984,54879,1588810224,10.0
985,33141,0670823252,10.0
986,38839,0738206083,10.0
987,54869,1588275876,10.0
988,13866,0373286384,10.0
989,13876,0373287542,10.0
990,40834,0755407539,10.0
991,13879,0373288050,10.0
992,13880,0373288093,10.0
993,15457,0375503803,10.0
994,15459,0375503838,10.0
995,46503,0836267869,10.0
996,47283,0850662176,10.0
997,53420,1566194407,10.0
