,user_id,ISBN,rating,item_id
92,2276,0449240886,5,31085.0
93,2276,0449703274,10,31115.0
94,2276,0449903001,9,31131.0
95,2276,0451095847,5,31258.0
96,2276,0451115589,7,31272.0
97,2276,0451163710,10,8088.0
98,2276,0451171845,9,31461.0
99,2276,0451204891,9,31687.0
100,2276,0451401905,5,31832.0
101,2276,0451452305,10,8245.0
102,2276,0451452941,10,8246.0
103,2276,0451454081,10,8249.0
104,2276,0451454499,5,32035.0
105,2276,0451456726,10,32053.0
106,2276,0451456734,10,32054.0
107,2276,0451458990,9,8266.0
108,2276,0451615492,9,32262.0
109,2276,0451620372,10,32263.0
110,2276,0460016989,7,32528.0
111,2276,0515130125,10,8447.0
112,2276,0515135747,7,33437.0
113,2276,052341269,9,33939.0
114,2276,0534129064,8,34198.0
115,2276,055302986X,9,34503.0
116,2276,0553052691,10,34523.0
117,2276,0553113925,8,34655.0
118,2276,0553144286,8,34701.0
119,2276,0553227041,5,8653.0
120,2276,055323577X,7,34916.0
121,2276,0553236679,9,34922.0
122,2276,0553240307,10,8663.0
123,2276,0553246089,8,34995.0
124,2276,0553258311,6,35094.0
125,2276,0553263226,10,8695.0
126,2276,0553289640,6,35337.0
127,2276,0553290797,8,3830.0
128,2276,0553574582,7,1379.0
129,2276,0553575538,10,3870.0
130,2276,0553576801,8,898.0
131,2276,0553582526,9,2176.0
132,2276,0553583468,10,903.0
133,2276,0553584510,9,8901.0
134,2276,0553585118,10,3895.0
135,2276,0553585681,10,3896.0
136,2276,0671016768,8,3958.0
137,2276,0671428306,5,38279.0
138,2276,0671442260,7,38303.0
139,2276,0671442686,10,9217.0
140,2276,0671473905,9,38383.0
141,2276,0671524313,10,3997.0
142,2276,0671531360,9,38521.0
143,2276,0671547305,9,38575.0
144,2276,0671622358,7,38703.0
145,2276,0671625810,9,9266.0
146,2276,0671635743,9,9268.0
147,2276,0671653601,9,38796.0
148,2276,0671658875,10,38832.0
149,2276,0671660632,5,4016.0
150,2276,0671669583,9,38872.0
151,2276,0671721178,10,39045.0
152,2276,0671721224,9,4027.0
153,2276,0671721542,9,9310.0
154,2276,0671729446,5,1419.0
155,2276,0671743872,5,9354.0
156,2276,0671795988,7,9383.0
157,2276,0671797050,10,2266.0
158,2276,0671806769,7,39350.0
159,2276,0671822896,7,39378.0
160,2276,0671832867,7,39395.0
161,2276,0671833367,7,9399.0
162,2276,0671833987,8,39396.0
163,2276,0671836927,9,9400.0
164,2276,0671876015,10,9413.0
165,2276,0679504885,8,39983.0
166,2276,0684803976,10,40637.0
167,2276,0684852802,9,40828.0
168,2276,0743412753,9,2315.0
169,2276,0743424387,6,42898.0
170,2276,0756400147,10,44087.0
171,2276,0756400619,8,9994.0
172,2276,0758201931,10,4250.0
173,2276,0786006579,7,45402.0
174,2276,0805063897,10,241.0
175,2276,0812513711,8,2368.0
176,2276,0812517725,8,1483.0
177,2276,0812545540,7,47625.0
178,2276,0812575962,10,10379.0
179,2276,0812585151,5,2376.0
180,2276,081287031X,9,47764.0
181,2276,0812880145,8,47765.0
182,2276,082171306X,6,48250.0
183,2276,087216683X,4,50372.0
184,2276,0872168026,5,50375.0
185,2276,0878331824,10,50731.0
186,2276,0882293613,10,51056.0
187,2276,0882840185,8,51091.0
188,2276,0886771897,10,51205.0
189,2276,0886772222,10,51209.0
190,2276,0886772559,10,51213.0
191,2276,0886772850,10,51217.0
192,2276,0886773199,10,10701.0
193,2276,0886774632,10,4436.0
194,2276,0886775167,10,10711.0
195,2276,0886775639,10,10716.0
196,2276,0886776120,10,4442.0
197,2276,0886779200,8,10742.0
198,2276,088950900X,3,51456.0
199,2276,089529768X,8,51861.0
200,2276,0897890272,10,52032.0
201,2276,0931580366,8,52692.0
202,2276,09656196674,10,53348.0
203,2276,0965704637,7,53357.0
204,2276,1556111401,6,54326.0
205,2276,1556522347,8,54349.0
206,2276,1559702125,4,54698.0
207,2276,1559723009,10,54721.0
208,2276,1562059513,10,54926.0
209,2276,1893224902,10,58516.0
210,2276,345245504,10,60041.0
211,2276,44004113325,7,60979.0
212,3757,0140011749,7,14646.0
213,3757,0198641583,8,16839.0
214,3757,0330267140,6,19927.0
215,3757,0340393130,7,20330.0
216,3757,042509345X,7,7334.0
217,3757,0586024409,7,36350.0
218,3757,0807281859,9,47003.0
219,3757,8401240107,7,61158.0
220,3757,8401240220,6,61159.0
221,3757,8401240239,7,11381.0
222,3757,840124028X,6,61160.0
223,3757,8401240298,7,61161.0
224,3757,8401240301,7,61162.0
225,3757,8401240379,7,11382.0
226,3757,8401240409,6,61163.0
227,3757,8401240417,7,61164.0
228,3757,8401240425,6,61165.0
229,3757,8401240484,7,61166.0
230,3757,8401240514,7,61167.0
231,3757,8401240557,7,61168.0
232,3757,8401240662,7,61169.0
233,3757,8401240689,6,61170.0
234,3757,8401240697,7,61171.0
235,3757,8401301548,9,61174.0
236,3757,8401303761,6,61175.0
237,3757,8401310245,6,61176.0
238,3757,8401310253,5,61177.0
239,3757,8401321786,8,61183.0
240,3757,8401322863,7,61186.0
241,3757,840132291X,7,61187.0
242,3757,8401322995,7,61189.0
243,3757,8401323282,7,61194.0
244,3757,8401323657,8,61198.0
245,3757,8401323967,7,61201.0
246,3757,840132405X,8,61202.0
247,3757,8401324734,7,61204.0
248,3757,8401341744,9,61223.0
249,3757,8401371716,7,61228.0
250,3757,8401372178,6,61229.0
251,3757,8401378117,6,61236.0
252,3757,8401378435,8,61237.0
253,3757,840138110X,9,61239.0
254,3757,8401381630,9,61240.0
255,3757,8401382041,8,61241.0
256,3757,8401421640,6,61242.0
257,3757,8401422248,9,61243.0
258,3757,8401442222,7,61254.0
259,3757,8401460212,7,61259.0
260,3757,8401491029,7,11386.0
261,3757,8401491568,8,61279.0
262,3757,8401491851,7,61280.0
263,3757,8401570018,6,61313.0
264,3757,8401607892,8,61314.0
265,3757,8401812542,6,61317.0
266,3757,8402060633,7,61324.0
267,3757,8402062148,8,61325.0
268,3757,840206325X,6,61326.0
269,3757,8403071981,7,61332.0
270,3757,8403681011,7,61344.0
271,3757,8408013025,7,61351.0
272,3757,8408050133,7,61408.0
273,3757,8420509515,7,61451.0
274,3757,8420540366,6,61456.0
275,3757,8420604488,7,61463.0
276,3757,8420604666,8,61464.0
277,3757,8420604690,8,61465.0
278,3757,842060769X,7,61467.0
279,3757,842061095X,7,61469.0
280,3757,842061615X,7,61476.0
281,3757,8420616249,6,61477.0
282,3757,842061663X,8,61479.0
283,3757,8420628409,5,61490.0
284,3757,8420639508,8,61501.0
285,3757,842063963X,8,61502.0
286,3757,842063977X,8,61503.0
287,3757,8422619202,9,61562.0
288,3757,8422620197,7,61564.0
289,3757,8422620200,8,61565.0
290,3757,8422620936,6,61567.0
291,3757,8422621266,7,61568.0
292,3757,8422622157,5,61570.0
293,3757,8422622424,7,61571.0
294,3757,8422623013,8,61573.0
295,3757,8422623064,7,61574.0
296,3757,8422623145,7,61575.0
297,3757,8422626330,7,61580.0
298,3757,8422627310,6,61582.0
299,3757,8422627868,7,61583.0
300,3757,8422629283,6,61585.0
301,3757,8422630214,8,61587.0
302,3757,8422630745,7,61588.0
303,3757,8422630796,7,61589.0
304,3757,8422630931,6,61591.0
305,3757,842263094X,7,61592.0
306,3757,8422631334,7,61594.0
307,3757,8422631342,6,61595.0
308,3757,8422631520,7,61596.0
309,3757,842263189X,7,61597.0
310,3757,8422631911,6,61598.0
311,3757,8422632128,7,61599.0
312,3757,8422633345,9,61602.0
313,3757,8422634716,7,61603.0
314,3757,8422634872,7,61604.0
315,3757,8422635496,7,61605.0
316,3757,842263550X,7,61606.0
317,3757,8422635518,7,61607.0
318,3757,8422635526,7,61608.0
319,3757,8422635534,7,61609.0
320,3757,8422635542,8,61610.0
321,3757,8422635550,7,61611.0
322,3757,8422635569,7,61612.0
323,3757,8422635577,7,61613.0
324,3757,8422635585,7,61614.0
325,3757,8422635593,8,61615.0
326,3757,8422635607,7,61616.0
327,3757,842263581X,6,61617.0
328,3757,8422636093,7,11393.0
329,3757,8422636123,7,61618.0
330,3757,8422636220,6,61619.0
331,3757,8422637685,8,11394.0
332,3757,8422637782,7,61622.0
333,3757,842263824X,7,61623.0
334,3757,8422638304,8,11395.0
335,3757,8422638452,7,61624.0
336,3757,8422639041,6,61638.0
337,3757,8422639130,8,61640.0
338,3757,8422640457,7,61643.0
339,3757,842264066X,7,61645.0
340,3757,8422641135,7,61647.0
341,3757,8422641321,6,61648.0
342,3757,8422643553,7,61650.0
343,3757,842264388X,7,61652.0
344,3757,842264441X,7,61653.0
345,3757,8422644452,7,61654.0
346,3757,8422644762,8,61657.0
347,3757,8422645246,8,61660.0
348,3757,8422645327,7,61661.0
349,3757,8422646048,7,61672.0
350,3757,842264763X,7,61674.0
351,3757,8422647672,7,61675.0
352,3757,8422647761,6,61676.0
353,3757,8422648563,5,61679.0
354,3757,8422648601,7,61680.0
355,3757,842264892X,8,61681.0
356,3757,842264924I,7,61682.0
357,3757,8422650711,7,11397.0
358,3757,8422652889,7,61685.0
359,3757,8422652897,7,61686.0
360,3757,8422653168,7,61688.0
361,3757,8422653265,5,61690.0
362,3757,8422653273,7,61691.0
363,3757,842265394X,7,61694.0
364,3757,8422654032,7,61695.0
365,3757,8422655802,7,61697.0
366,3757,8422656035,7,61699.0
367,3757,8422658097,5,61704.0
368,3757,8422658267,7,61705.0
369,3757,842265847X,8,61706.0
370,3757,8422658739,7,61707.0
371,3757,8422658798,8,61708.0
372,3757,842265959X,7,61720.0
373,3757,8422660342,7,61735.0
374,3757,8422660423,7,61736.0
375,3757,8422662213,7,61737.0
376,3757,842266237X,8,11398.0
377,3757,842266298I,8,61739.0
378,3757,8422663538,8,61740.0
379,3757,8422663961,6,61751.0
380,3757,8422665816,8,61753.0
381,3757,8422665875,7,61754.0
382,3757,8422666030,7,61755.0
383,3757,8422666774,8,61756.0
384,3757,8422667673,8,11399.0
385,3757,8422670852,7,61759.0
386,3757,8422671255,7,61760.0
387,3757,842267127I,7,61761.0
388,3757,8422671891,7,61764.0
389,3757,8422671972,4,61765.0
390,3757,8422672138,7,61767.0
391,3757,8422672979,8,61768.0
392,3757,8422674491,8,61771.0
393,3757,8422674877,7,61772.0
394,3757,8422675463,7,61774.0
395,3757,8422675498,7,61775.0
396,3757,8422676133,8,61776.0
397,3757,8422676389,8,11400.0
398,3757,8422676915,7,61779.0
399,3757,8422678268,7,61780.0
400,3757,842267923X,7,61790.0
401,3757,8422680319,8,61792.0
402,3757,842268215X,8,61797.0
403,3757,842268456X,8,61802.0
404,3757,8422684608,7,61803.0
405,3757,842268621X,8,61812.0
406,3757,8422686325,8,61813.0
407,3757,8423108562,7,61861.0
408,3757,8423304256,8,61863.0
409,3757,8423317374,7,61872.0
410,3757,8423320219,7,61873.0
411,3757,8423800037,7,61895.0
412,3757,8423901564,8,61898.0
413,3757,8423913074,8,61900.0
414,3757,8423920240,7,61904.0
415,3757,8423920399,7,61905.0
416,3757,8423920518,8,61906.0
417,3757,8424128540,7,61924.0
418,3757,8424139070,8,61925.0
419,3757,8424156277,8,61926.0
420,3757,8425306647,6,61929.0
421,3757,8425309506,8,61930.0
422,3757,8425313279,7,61931.0
423,3757,8425329604,7,61940.0
424,3757,8425336880,6,61947.0
425,3757,8425413699,7,61950.0
426,3757,8425414296,7,61951.0
427,3757,8425508355,7,61953.0
428,3757,8426101720,5,61954.0
429,3757,8426411487,9,61965.0
430,3757,8426411886,7,61966.0
431,3757,8427002564,5,61976.0
432,3757,8427008767,7,61979.0
433,3757,8427010990,6,61983.0
434,3757,8427013477,7,61987.0
435,3757,8427013736,7,61988.0
436,3757,8427013744,7,61989.0
437,3757,8427019696,6,61997.0
438,3757,8427025645,7,62001.0
439,3757,8427027702,6,62005.0
440,3757,8427029489,7,62007.0
441,3757,8427109245,4,62008.0
442,3757,842720146X,7,62019.0
443,3757,8427908040,7,62077.0
444,3757,8428325529,7,62083.0
445,3757,8428604630,8,62084.0
446,3757,8431500433,8,62147.0
447,3757,8431512075,7,62154.0
448,3757,8432037311,7,62157.0
449,3757,8432038237,7,62158.0
450,3757,8432041971,7,62159.0
451,3757,8432043559,5,62162.0
452,3757,8432045667,6,62167.0
453,3757,8432047368,8,62175.0
454,3757,8432047759,7,62176.0
455,3757,8432068012,8,11412.0
456,3757,8432068020,7,62184.0
457,3757,8432070157,7,62189.0
458,3757,8432089079,6,11415.0
459,3757,8432206008,6,62197.0
460,3757,8432221538,7,62209.0
461,3757,8432221643,7,62210.0
462,3757,8432221651,8,62211.0
463,3757,843222166X,7,62212.0
464,3757,8432221678,7,62213.0
465,3757,8432221686,7,62214.0
466,3757,8432221694,7,62215.0
467,3757,8432221708,7,62216.0
468,3757,8432221716,7,62217.0
469,3757,8432221724,7,62218.0
470,3757,8432221732,7,62219.0
471,3757,8432221740,7,62220.0
472,3757,8432221759,7,62221.0
473,3757,8432221767,7,62222.0
474,3757,8432221775,7,62223.0
475,3757,8432221783,7,62224.0
476,3757,8432221791,7,62225.0
477,3757,8432221805,7,62226.0
478,3757,8432221821,7,62227.0
479,3757,8432221848,7,62228.0
480,3757,8432221856,7,62229.0
481,3757,8432221864,7,62230.0
482,3757,8432221872,8,62231.0
483,3757,8432221899,7,62232.0
484,3757,8432221902,7,62233.0
485,3757,8432221910,7,62234.0
486,3757,8432221929,7,62235.0
487,3757,8432221937,7,62236.0
488,3757,8432221945,7,62237.0
489,3757,8432221961,8,62238.0
490,3757,8432221996,8,62239.0
491,3757,843222202X,7,62240.0
492,3757,8432222038,8,62241.0
493,3757,8432222046,7,62242.0
494,3757,8432222054,7,62243.0
495,3757,8432222062,7,62244.0
496,3757,8432222070,7,62245.0
497,3757,8432222089,7,62246.0
498,3757,8432222097,7,62247.0
499,3757,8432222100,8,62248.0
500,3757,84322221119,7,62249.0
501,3757,8432222127,7,62250.0
502,3757,8432222135,7,62251.0
503,3757,8432222143,7,62252.0
504,3757,8432222151,7,62253.0
505,3757,843222216X,7,62254.0
506,3757,8432222178,7,62255.0
507,3757,8432222186,7,62256.0
508,3757,8432222194,8,62257.0
509,3757,8432222208,7,62258.0
510,3757,8432222216,6,62259.0
511,3757,8432222224,7,62260.0
512,3757,8432222232,8,62261.0
513,3757,8432222240,7,62262.0
514,3757,8432222259,7,62263.0
515,3757,8432222267,6,62264.0
516,3757,8432222275,7,62265.0
517,3757,8432222283,7,62266.0
518,3757,8432222291,8,62267.0
519,3757,8432222305,6,62268.0
520,3757,8432222313,7,62269.0
521,3757,8432222321,7,62270.0
522,3757,843222233X,7,62271.0
523,3757,8432222348,7,62272.0
524,3757,8432222356,7,62273.0
525,3757,8432222380,7,62274.0
526,3757,8432222399,7,62275.0
527,3757,8432222402,7,62276.0
528,3757,8432222410,7,62277.0
529,3757,8432222429,7,62278.0
530,3757,8432222437,7,62279.0
531,3757,8432222445,7,62280.0
532,3757,8432222453,7,62281.0
533,3757,8432222461,7,62282.0
534,3757,843222247X,7,62283.0
535,3757,8432222488,7,62284.0
536,3757,8432222496,8,62285.0
537,3757,843222250X,8,62286.0
538,3757,8432222518,7,62287.0
539,3757,8432222526,7,62288.0
540,3757,8432222542,7,62289.0
541,3757,8432222550,7,62290.0
542,3757,8432222569,7,62291.0
543,3757,8432222577,7,62292.0
544,3757,8432222585,7,62293.0
545,3757,8432222593,7,62294.0
546,3757,8432222615,7,62295.0
547,3757,8432222623,7,62296.0
548,3757,8432222631,7,62297.0
549,3757,843222264X,7,62298.0
550,3757,8432222658,7,62299.0
551,3757,8432222666,7,62300.0
552,3757,8432222674,7,62301.0
553,3757,8432222682,6,62302.0
554,3757,8432223364,8,62303.0
555,3757,8432223372,7,62304.0
556,3757,8432245925,7,62311.0
557,3757,8432245933,6,62312.0
558,3757,843229585X,7,62314.0
559,3757,8432703518,8,62316.0
560,3757,8433551175,7,11417.0
561,3757,8433551367X,7,62325.0
562,3757,8433551396,7,62326.0
563,3757,843355140X,7,62327.0
564,3757,8433551531,6,62328.0
565,3757,8433566431,7,62329.0
566,3757,8434588811,7,62451.0
567,3757,8434588838,6,62452.0
568,3757,8434588846,7,62453.0
569,3757,8434588854,7,62454.0
570,3757,8434588870,7,62455.0
571,3757,8434588897,7,62456.0
572,3757,8434588927,7,62457.0
573,3757,8434588943,7,62458.0
574,3757,8434588951,6,62459.0
575,3757,8435001792,7,62474.0
576,3757,843500533X,6,62475.0
577,3757,8435015173,7,62478.0
578,3757,8436219120,5,62491.0
579,3757,8437614023,8,62507.0
580,3757,8439500041,7,62510.0
581,3757,8439588534,7,62516.0
582,3757,8439588550,7,62517.0
583,3757,8439588585,7,62518.0
584,3757,8439588925,7,62519.0
585,3757,8440609191,7,62554.0
586,3757,8440620136,7,62559.0
587,3757,8440636342,7,62566.0
588,3757,8440644124,7,11430.0
589,3757,8440677219,8,62599.0
590,3757,8441400156,7,62619.0
591,3757,8441400733,5,62620.0
592,3757,844140206X,7,62621.0
593,3757,8441409439,7,62624.0
594,3757,844507118I,8,62630.0
595,3757,8445802682,7,62635.0
596,3757,8447301826,7,62644.0
597,3757,8447301834,7,62645.0
598,3757,8447302075,7,62646.0
599,3757,8447302083,7,62647.0
600,3757,8447302091,7,62648.0
601,3757,8447302105,6,62649.0
602,3757,8447302113,7,62650.0
603,3757,8447302237,7,62651.0
604,3757,844730230X,7,62652.0
605,3757,8447302318,6,62653.0
606,3757,844731842,7,62670.0
607,3757,844732423,6,62673.0
608,3757,8449996171,7,62698.0
609,3757,8466300570,7,62711.0
610,3757,8466301240,7,62714.0
611,3757,846630620X,8,62722.0
612,3757,846660684X,6,62734.0
613,3757,8470210386,7,62762.0
614,3757,8470315889,7,62763.0
615,3757,8470801015,7,62770.0
616,3757,8471666391,7,62782.0
617,3757,8472142418,7,62789.0
618,3757,847223116X,7,62792.0
619,3757,8472231496,8,62793.0
620,3757,8472232212,8,62797.0
621,3757,8472236145,6,62801.0
622,3757,8472453723,7,62819.0
623,3757,8472570118,5,62822.0
624,3757,8473396413,6,62842.0
625,3757,847386560X,7,62848.0
626,3757,8474171539,6,62867.0
627,3757,8474440556,8,11442.0
628,3757,8474540054,6,62872.0
629,3757,8474540097,6,62873.0
630,3757,847454033X,7,62874.0
631,3757,8474540422,7,62875.0
632,3757,8474540453,7,62876.0
633,3757,8474540488,7,62877.0
634,3757,8474540526,8,62879.0
635,3757,8474541050,8,62880.0
636,3757,8474541131,7,62881.0
637,3757,8474541425,8,62882.0
638,3757,847454162X,8,62883.0
639,3757,8474542960,7,62884.0
640,3757,8474543010,7,62885.0
641,3757,8474543339,7,62886.0
642,3757,8475061052,7,62936.0
643,3757,8475090362,8,62937.0
644,3757,8475090451,8,62938.0
645,3757,847509452X,6,62939.0
646,3757,8475094791,7,62941.0
647,3757,847509645X,7,62942.0
648,3757,8475302548,7,62950.0
649,3757,8475304605,7,62977.0
650,3757,8475305016,7,62979.0
651,3757,847530530X,7,62980.0
652,3757,8475305644,7,62981.0
653,3757,847530611X,7,62982.0
654,3757,8475306179,7,62983.0
655,3757,8475306675,7,62984.0
656,3757,8475307140,7,62985.0
657,3757,8475307620,7,62986.0
658,3757,8475307825,7,62987.0
659,3757,8475307892,7,62988.0
660,3757,8475308074,7,62989.0
661,3757,8475308139,7,62990.0
662,3757,8475308244,7,62991.0
663,3757,8475308791,7,62992.0
664,3757,8475309283,7,62993.0
665,3757,847530950X,7,62994.0
666,3757,8475309844,7,62995.0
667,3757,8475560490,8,62998.0
668,3757,8475970028,7,63022.0
669,3757,8475970044,7,63023.0
670,3757,8476145462,7,63025.0
671,3757,8476145616,6,63026.0
672,3757,8476145950,7,63027.0
673,3757,8476340591,7,63034.0
674,3757,8476340648,7,63035.0
675,3757,8476340656,7,63036.0
676,3757,8476341199,7,63038.0
677,3757,8476344309,7,63044.0
678,3757,847640252X,7,63048.0
679,3757,8476402651,7,63049.0
680,3757,8477204055,8,11446.0
681,3757,8477206384,6,63063.0
682,3757,8477207348,6,63064.0
683,3757,8477209804,7,63065.0
684,3757,847748032X,7,63082.0
685,3757,8477480397,7,63083.0
686,3757,8477480567,7,63084.0
687,3757,8478082441,7,63105.0
688,3757,8478082875,9,63106.0
689,3757,8478801960,7,11449.0
690,3757,8478805265,8,63139.0
691,3757,8478807276,7,63141.0
692,3757,8478808183,8,63142.0
693,3757,8479018682,7,63168.0
694,3757,8479272929,6,63170.0
695,3757,8479530006,7,63173.0
696,3757,8479530936,7,63174.0
697,3757,8479531487,7,63175.0
698,3757,8479531584,6,63176.0
699,3757,8479532076,6,63178.0
700,3757,8479532165,7,63179.0
701,3757,8479532777,6,63180.0
702,3757,8479535008,6,63182.0
703,3757,8479550597,8,63186.0
704,3757,8485224159,7,63366.0
705,3757,848522440X,7,63368.0
706,3757,8485224574,7,63369.0
707,3757,848522471X,6,63370.0
708,3757,8485224752,5,11457.0
709,3757,8485337344,6,63371.0
710,3757,8485725166,6,63378.0
711,3757,8485859944,7,63379.0
712,3757,8486344166,5,63386.0
713,3757,8486344913,5,63387.0
714,3757,8486411238,7,63389.0
715,3757,8486639158,7,63404.0
716,3757,8486639352,6,63405.0
717,3757,8486639522,7,63406.0
718,3757,8486639646,7,63407.0
719,3757,8486763080,7,63408.0
720,3757,848718734X,8,63411.0
721,3757,8487201008,4,63412.0
722,3757,8487403220,7,63417.0
723,3757,8487746187,7,63421.0
724,3757,8487746195,6,63422.0
725,3757,8488242964,6,63424.0
726,3757,8495787555,5,63485.0
727,3757,8497932145,7,63521.0
728,3757,8870090345,7,63664.0
729,3757,9501505219,8,63879.0
730,3757,9681500601,9,63985.0
731,3757,9684035950,7,64005.0
732,3757,9684322046,7,64009.0
733,3757,9686001042,8,64011.0
734,3757,9688232475,5,64014.0
735,4017,006000438X,10,346.0
736,4017,0060175966,9,348.0
737,4017,0060517794,10,2513.0
738,4017,0060915544,8,145.0
739,4017,0060923202,9,13029.0
740,4017,0060926201,9,13045.0
741,4017,0060926465,7,13046.0
742,4017,0060929871,9,349.0
743,4017,0060930187,10,1542.0
744,4017,006093090X,10,2529.0
745,4017,0060956291,10,13132.0
746,4017,0060964049,9,694.0
747,4017,0060977191,9,13224.0
748,4017,0060984333,10,13237.0
749,4017,006251184X,10,13681.0
750,4017,0064401774,10,2590.0
751,4017,0066209463,10,13913.0
752,4017,0140042598,10,1577.0
753,4017,0140070206,10,5114.0
754,4017,0140244824,10,1585.0
755,4017,014028009X,9,10.0
756,4017,015600710X,10,1611.0
757,4017,0156007754,9,1045.0
758,4017,0156907399,9,2701.0
759,4017,0231121008,10,17082.0
760,4017,0312032978,5,17944.0
761,4017,0312093004,9,17998.0
762,4017,0312150601,5,1050.0
763,4017,0312169868,9,18119.0
764,4017,0312186886,8,5515.0
765,4017,0312187106,9,2723.0
766,4017,0312187343,10,18143.0
767,4017,0312243111,10,2726.0
768,4017,0312283474,9,18437.0
769,4017,0316096199,10,65.0
770,4017,0316169226,10,19548.0
771,4017,0316666343,10,0.0
772,4017,0316691178,10,19700.0
773,4017,0316789844,10,19742.0
774,4017,0316899984,5,1650.0
775,4017,0345386574,10,6034.0
776,4017,0345389247,10,1692.0
777,4017,0345403339,8,2871.0
778,4017,0345410289,9,21151.0
779,4017,0345410394,9,21152.0
780,4017,0345410424,9,21153.0
781,4017,0345423097,10,1703.0
782,4017,0345423291,9,1704.0
783,4017,0345424719,10,1706.0
784,4017,0345433491,9,1095.0
785,4017,0345443284,10,536.0
786,4017,0375406530,10,751.0
787,4017,0375411550,10,6613.0
788,4017,0375412557,10,3023.0
789,4017,0375500510,10,263.0
790,4017,0375701966,9,6647.0
791,4017,037570504X,10,1769.0
792,4017,0375705856,9,200.0
793,4017,0375707972,10,118.0
794,4017,0375724443,10,24372.0
795,4017,0375726624,9,6664.0
796,4017,0380005239,10,1134.0
797,4017,0380728826,6,24933.0
798,4017,038072975X,8,3076.0
799,4017,0380729768,8,6770.0
800,4017,0380730138,9,202.0
801,4017,0380732149,9,24963.0
802,4017,0380820145,9,1160.0
803,4017,0385265700,9,556.0
804,4017,0385314256,9,25785.0
805,4017,0385317042,10,7007.0
806,4017,0385318782,8,1836.0
807,4017,0385319207,10,1168.0
808,4017,0385333293,8,7016.0
809,4017,038533334X,10,269.0
810,4017,0385486804,10,393.0
811,4017,0385502532,9,1182.0
812,4017,0393029603,10,26202.0
813,4017,0393956539,10,7109.0
814,4017,0394563158,10,26617.0
815,4017,0395859972,9,3230.0
816,4017,0395908728,8,27238.0
817,4017,0395977711,9,27262.0
818,4017,0399142789,10,1861.0
819,4017,0399145079,9,1863.0
820,4017,0425168700,8,28197.0
821,4017,0425184757,10,28336.0
822,4017,0446310786,10,1.0
