,user_id,ISBN,rating
15331,2276,0965704637,7
15335,2276,1556111401,6
15336,2276,1556522347,8
15337,2276,1559702125,4
15338,2276,1559723009,10
15339,2276,1562059513,10
15345,2276,1893224902,10
15347,2276,345245504,10
15349,2276,44004113325,7
19609,3757,0140011749,7
19610,3757,0198641583,8
19611,3757,0330267140,6
19612,3757,0340393130,7
19614,3757,042509345X,7
19615,3757,0586024409,7
19617,3757,0807281859,9
19620,3757,8401240107,7
19621,3757,8401240220,6
19622,3757,8401240239,7
19623,3757,840124028X,6
19624,3757,8401240298,7
19625,3757,8401240301,7
19626,3757,8401240379,7
19627,3757,8401240409,6
19628,3757,8401240417,7
19629,3757,8401240425,6
19630,3757,8401240484,7
19631,3757,8401240514,7
19632,3757,8401240557,7
19633,3757,8401240662,7
19634,3757,8401240689,6
19635,3757,8401240697,7
19636,3757,8401301548,9
19637,3757,8401303761,6
19639,3757,8401310245,6
19640,3757,8401310253,5
19641,3757,8401321786,8
19642,3757,8401322863,7
19643,3757,840132291X,7
19644,3757,8401322995,7
19645,3757,8401323282,7
19647,3757,8401323657,8
19648,3757,8401323967,7
19649,3757,840132405X,8
19650,3757,8401324734,7
19653,3757,8401341744,9
19654,3757,8401371716,7
19655,3757,8401372178,6
19657,3757,8401378117,6
19658,3757,8401378435,8
19659,3757,840138110X,9
19660,3757,8401381630,9
19661,3757,8401382041,8
19663,3757,8401421640,6
19664,3757,8401422248,9
19666,3757,8401442222,7
19667,3757,8401460212,7
19669,3757,8401491029,7
19672,3757,8401491568,8
19674,3757,8401491851,7
19675,3757,8401570018,6
19676,3757,8401607892,8
19677,3757,8401812542,6
19678,3757,8402060633,7
19679,3757,8402062148,8
19680,3757,840206325X,6
19681,3757,8403071981,7
19682,3757,8403681011,7
19683,3757,8408013025,7
19686,3757,8408050133,7
19688,3757,8420509515,7
19689,3757,8420540366,6
19690,3757,8420604488,7
19691,3757,8420604666,8
19692,3757,8420604690,8
19693,3757,842060769X,7
19694,3757,842061095X,7
19695,3757,842061615X,7
19696,3757,8420616249,6
19697,3757,842061663X,8
19698,3757,8420628409,5
19699,3757,8420639508,8
19700,3757,842063963X,8
19701,3757,842063977X,8
19702,3757,8422619202,9
19704,3757,8422620197,7
19705,3757,8422620200,8
19706,3757,8422620936,6
19707,3757,8422621266,7
19709,3757,8422622157,5
19710,3757,8422622424,7
19711,3757,8422623013,8
19712,3757,8422623064,7
19713,3757,8422623145,7
19714,3757,8422626330,7
19715,3757,8422627310,6
19716,3757,8422627868,7
19718,3757,8422629283,6
19720,3757,8422630214,8
19721,3757,8422630745,7
19722,3757,8422630796,7
19723,3757,8422630931,6
19724,3757,842263094X,7
19726,3757,8422631334,7
19727,3757,8422631342,6
19728,3757,8422631520,7
19729,3757,842263189X,7
19730,3757,8422631911,6
19731,3757,8422632128,7
19732,3757,8422633345,9
19735,3757,8422634716,7
19736,3757,8422634872,7
19738,3757,8422635496,7
19739,3757,842263550X,7
19740,3757,8422635518,7
19741,3757,8422635526,7
19742,3757,8422635534,7
19743,3757,8422635542,8
19744,3757,8422635550,7
19745,3757,8422635569,7
19746,3757,8422635577,7
19747,3757,8422635585,7
19748,3757,8422635593,8
19749,3757,8422635607,7
19751,3757,842263581X,6
19752,3757,8422636093,7
19753,3757,8422636123,7
19754,3757,8422636220,6
19757,3757,8422637685,8
19758,3757,8422637782,7
19759,3757,842263824X,7
19760,3757,8422638304,8
19761,3757,8422638452,7
19762,3757,8422639041,6
19763,3757,8422639130,8
19764,3757,8422640457,7
19765,3757,842264066X,7
19767,3757,8422641135,7
19768,3757,8422641321,6
19769,3757,8422643553,7
19770,3757,842264388X,7
19771,3757,842264441X,7
19772,3757,8422644452,7
19773,3757,8422644762,8
19774,3757,8422645246,8
19776,3757,8422645327,7
19777,3757,8422646048,7
19778,3757,842264763X,7
19779,3757,8422647672,7
19780,3757,8422647761,6
19782,3757,8422648563,5
19783,3757,8422648601,7
19784,3757,842264892X,8
19785,3757,842264924I,7
19786,3757,8422650711,7
19787,3757,8422652889,7
19788,3757,8422652897,7
19789,3757,8422653168,7
19790,3757,8422653265,5
19791,3757,8422653273,7
19792,3757,842265394X,7
19793,3757,8422654032,7
19794,3757,8422655802,7
19796,3757,8422656035,7
19797,3757,8422658097,5
19798,3757,8422658267,7
19799,3757,842265847X,8
19800,3757,8422658739,7
19801,3757,8422658798,8
19802,3757,842265959X,7
19804,3757,8422660342,7
19805,3757,8422660423,7
19807,3757,8422662213,7
19808,3757,842266237X,8
19810,3757,842266298I,8
19811,3757,8422663538,8
19812,3757,8422663961,6
19815,3757,8422665816,8
19817,3757,8422665875,7
19818,3757,8422666030,7
19819,3757,8422666774,8
19820,3757,8422667673,8
19822,3757,8422670852,7
19823,3757,8422671255,7
19824,3757,842267127I,7
19825,3757,8422671891,7
19826,3757,8422671972,4
19827,3757,8422672138,7
19828,3757,8422672979,8
19830,3757,8422674491,8
19831,3757,8422674877,7
19832,3757,8422675463,7
19833,3757,8422675498,7
19834,3757,8422676133,8
19835,3757,8422676389,8
19837,3757,8422676915,7
19838,3757,8422678268,7
19839,3757,842267923X,7
19840,3757,8422680319,8
19842,3757,842268215X,8
19843,3757,842268456X,8
19844,3757,8422684608,7
19845,3757,842268621X,8
19847,3757,8422686325,8
19848,3757,8423108562,7
19849,3757,8423304256,8
19850,3757,8423317374,7
19851,3757,8423320219,7
19852,3757,8423800037,7
19853,3757,8423901564,8
19854,3757,8423913074,8
19855,3757,8423920240,7
19856,3757,8423920399,7
19857,3757,8423920518,8
19858,3757,8424128540,7
19859,3757,8424139070,8
19860,3757,8424156277,8
19862,3757,8425306647,6
19863,3757,8425309506,8
19864,3757,8425313279,7
19866,3757,8425329604,7
19867,3757,8425336880,6
19869,3757,8425413699,7
19870,3757,8425414296,7
19871,3757,8425508355,7
19872,3757,8426101720,5
19873,3757,8426411487,9
19874,3757,8426411886,7
19875,3757,8427002564,5
19876,3757,8427008767,7
19877,3757,8427010990,6
19878,3757,8427013477,7
19879,3757,8427013736,7
19880,3757,8427013744,7
19881,3757,8427019696,6
19882,3757,8427025645,7
19883,3757,8427027702,6
19884,3757,8427029489,7
19885,3757,8427109245,4
19886,3757,842720146X,7
19887,3757,8427908040,7
19888,3757,8428325529,7
19889,3757,8428604630,8
19890,3757,8431500433,8
19891,3757,8431512075,7
19893,3757,8432037311,7
19894,3757,8432038237,7
19895,3757,8432041971,7
19896,3757,8432043559,5
19898,3757,8432045667,6
19899,3757,8432047368,8
19900,3757,8432047759,7
19901,3757,8432068012,8
19902,3757,8432068020,7
19903,3757,8432070157,7
19904,3757,8432089079,6
19905,3757,8432206008,6
19906,3757,8432221538,7
19907,3757,8432221643,7
19908,3757,8432221651,8
19909,3757,843222166X,7
19910,3757,8432221678,7
19911,3757,8432221686,7
19912,3757,8432221694,7
19913,3757,8432221708,7
19914,3757,8432221716,7
19915,3757,8432221724,7
19916,3757,8432221732,7
19917,3757,8432221740,7
19918,3757,8432221759,7
19919,3757,8432221767,7
19920,3757,8432221775,7
19921,3757,8432221783,7
19922,3757,8432221791,7
19923,3757,8432221805,7
19924,3757,8432221821,7
19925,3757,8432221848,7
19926,3757,8432221856,7
19927,3757,8432221864,7
19928,3757,8432221872,8
19929,3757,8432221899,7
19930,3757,8432221902,7
19931,3757,8432221910,7
19932,3757,8432221929,7
19933,3757,8432221937,7
19934,3757,8432221945,7
19935,3757,8432221961,8
19936,3757,8432221996,8
19937,3757,843222202X,7
19938,3757,8432222038,8
19939,3757,8432222046,7
19940,3757,8432222054,7
19941,3757,8432222062,7
19942,3757,8432222070,7
19943,3757,8432222089,7
19944,3757,8432222097,7
19945,3757,8432222100,8
19946,3757,84322221119,7
19947,3757,8432222127,7
19948,3757,8432222135,7
19949,3757,8432222143,7
19950,3757,8432222151,7
19951,3757,843222216X,7
19952,3757,8432222178,7
19953,3757,8432222186,7
19954,3757,8432222194,8
19955,3757,8432222208,7
19956,3757,8432222216,6
19957,3757,8432222224,7
19958,3757,8432222232,8
19959,3757,8432222240,7
19960,3757,8432222259,7
19961,3757,8432222267,6
19962,3757,8432222275,7
19963,3757,8432222283,7
19964,3757,8432222291,8
19965,3757,8432222305,6
19966,3757,8432222313,7
19967,3757,8432222321,7
19968,3757,843222233X,7
19969,3757,8432222348,7
19970,3757,8432222356,7
19971,3757,8432222380,7
19972,3757,8432222399,7
19973,3757,8432222402,7
19974,3757,8432222410,7
19975,3757,8432222429,7
19976,3757,8432222437,7
19977,3757,8432222445,7
19978,3757,8432222453,7
19979,3757,8432222461,7
19980,3757,843222247X,7
19981,3757,8432222488,7
19982,3757,8432222496,8
19983,3757,843222250X,8
19984,3757,8432222518,7
19985,3757,8432222526,7
19986,3757,8432222542,7
19987,3757,8432222550,7
19988,3757,8432222569,7
19989,3757,8432222577,7
19990,3757,8432222585,7
19991,3757,8432222593,7
19992,3757,8432222615,7
19993,3757,8432222623,7
19994,3757,8432222631,7
19995,3757,843222264X,7
19996,3757,8432222658,7
19997,3757,8432222666,7
19998,3757,8432222674,7
19999,3757,8432222682,6
20000,3757,8432223364,8
20001,3757,8432223372,7
20002,3757,8432245925,7
20003,3757,8432245933,6
20004,3757,843229585X,7
20005,3757,8432703518,8
20007,3757,8433551175,7
20008,3757,8433551367X,7
20009,3757,8433551396,7
20010,3757,843355140X,7
20011,3757,8433551531,6
20012,3757,8433566431,7
20014,3757,8434588811,7
20015,3757,8434588838,6
20016,3757,8434588846,7
20017,3757,8434588854,7
20018,3757,8434588870,7
20019,3757,8434588897,7
20020,3757,8434588927,7
20021,3757,8434588943,7
20022,3757,8434588951,6
20023,3757,8435001792,7
20024,3757,843500533X,6
20025,3757,8435015173,7
20026,3757,8436219120,5
20027,3757,8437614023,8
20029,3757,8439500041,7
20030,3757,8439588534,7
20031,3757,8439588550,7
20032,3757,8439588585,7
20033,3757,8439588925,7
20034,3757,8440609191,7
20035,3757,8440620136,7
20036,3757,8440636342,7
20037,3757,8440644124,7
20039,3757,8440677219,8
20040,3757,8441400156,7
20041,3757,8441400733,5
20042,3757,844140206X,7
20044,3757,8441409439,7
20045,3757,844507118I,8
20046,3757,8445802682,7
20047,3757,8447301826,7
20048,3757,8447301834,7
20049,3757,8447302075,7
20050,3757,8447302083,7
20051,3757,8447302091,7
20052,3757,8447302105,6
20053,3757,8447302113,7
20054,3757,8447302237,7
20055,3757,844730230X,7
20056,3757,8447302318,6
20057,3757,844731842,7
20058,3757,844732423,6
20059,3757,8449996171,7
20060,3757,8466300570,7
20061,3757,8466301240,7
20062,3757,846630620X,8
20063,3757,846660684X,6
20066,3757,8470210386,7
20067,3757,8470315889,7
20068,3757,8470801015,7
20069,3757,8471666391,7
20070,3757,8472142418,7
20071,3757,847223116X,7
20072,3757,8472231496,8
20073,3757,8472232212,8
20074,3757,8472236145,6
20075,3757,8472453723,7
20076,3757,8472570118,5
20077,3757,8473396413,6
20079,3757,847386560X,7
20080,3757,8474171539,6
20081,3757,8474440556,8
20082,3757,8474540054,6
20083,3757,8474540097,6
20084,3757,847454033X,7
20085,3757,8474540422,7
20086,3757,8474540453,7
20087,3757,8474540488,7
20088,3757,8474540526,8
20089,3757,8474541050,8
20090,3757,8474541131,7
20091,3757,8474541425,8
20092,3757,847454162X,8
20095,3757,8474542960,7
20096,3757,8474543010,7
20097,3757,8474543339,7
20098,3757,8475061052,7
20099,3757,8475090362,8
20100,3757,8475090451,8
20101,3757,847509452X,6
20102,3757,8475094791,7
20104,3757,847509645X,7
20105,3757,8475302548,7
20106,3757,8475304605,7
20107,3757,8475305016,7
20108,3757,847530530X,7
20109,3757,8475305644,7
20110,3757,847530611X,7
20111,3757,8475306179,7
20112,3757,8475306675,7
20113,3757,8475307140,7
20114,3757,8475307620,7
20115,3757,8475307825,7
20116,3757,8475307892,7
20117,3757,8475308074,7
20118,3757,8475308139,7
20119,3757,8475308244,7
20120,3757,8475308791,7
20121,3757,8475309283,7
20122,3757,847530950X,7
20123,3757,8475309844,7
20124,3757,8475560490,8
20125,3757,8475970028,7
20126,3757,8475970044,7
20128,3757,8476145462,7
20129,3757,8476145616,6
20130,3757,8476145950,7
20131,3757,8476340591,7
20132,3757,8476340648,7
20133,3757,8476340656,7
20134,3757,8476341199,7
20135,3757,8476344309,7
20136,3757,847640252X,7
20137,3757,8476402651,7
20139,3757,8477204055,8
20140,3757,8477206384,6
20141,3757,8477207348,6
20142,3757,8477209804,7
20143,3757,847748032X,7
20144,3757,8477480397,7
20145,3757,8477480567,7
20149,3757,8478082441,7
20150,3757,8478082875,9
20153,3757,8478801960,7
20154,3757,8478805265,8
20155,3757,8478807276,7
20156,3757,8478808183,8
20159,3757,8479018682,7
20161,3757,8479272929,6
20162,3757,8479530006,7
20163,3757,8479530936,7
20164,3757,8479531487,7
20165,3757,8479531584,6
20167,3757,8479532076,6
20168,3757,8479532165,7
20169,3757,8479532777,6
20171,3757,8479535008,6
20172,3757,8479550597,8
20176,3757,8485224159,7
20177,3757,848522440X,7
20178,3757,8485224574,7
20179,3757,848522471X,6
20181,3757,8485224752,5
20182,3757,8485337344,6
20184,3757,8485725166,6
20185,3757,8485859944,7
20186,3757,8486344166,5
20187,3757,8486344913,5
20188,3757,8486411238,7
20189,3757,8486639158,7
20190,3757,8486639352,6
20191,3757,8486639522,7
20193,3757,8486639646,7
20195,3757,8486763080,7
20196,3757,848718734X,8
20197,3757,8487201008,4
20198,3757,8487403220,7
20199,3757,8487746187,7
20200,3757,8487746195,6
20201,3757,8488242964,6
20203,3757,8495787555,5
20204,3757,8497932145,7
20205,3757,8870090345,7
20207,3757,9501505219,8
20209,3757,9681500601,9
20210,3757,9684035950,7
20211,3757,9684322046,7
20212,3757,9686001042,8
20213,3757,9688232475,5
20752,4017,006000438X,10
20753,4017,0060175966,9
20755,4017,0060517794,10
20757,4017,0060915544,8
20759,4017,0060923202,9
20760,4017,0060926201,9
20761,4017,0060926465,7
20763,4017,0060929871,9
20764,4017,0060930187,10
20765,4017,006093090X,10
20766,4017,0060956291,10
20767,4017,0060964049,9
20768,4017,0060977191,9
20769,4017,0060984333,10
20771,4017,006251184X,10
20772,4017,0064401774,10
20773,4017,0066209463,10
20774,4017,0140042598,10
20775,4017,0140070206,10
20777,4017,0140244824,10
20779,4017,014028009X,9
20781,4017,015600710X,10
20782,4017,0156007754,9
20785,4017,0156907399,9
20786,4017,0231121008,10
20787,4017,0312032978,5
20788,4017,0312093004,9
20789,4017,0312150601,5
20790,4017,0312169868,9
20791,4017,0312186886,8
20792,4017,0312187106,9
20793,4017,0312187343,10
20794,4017,0312243111,10
20795,4017,0312283474,9
20797,4017,0316096199,10
20798,4017,0316169226,10
20801,4017,0316666343,10
20802,4017,0316691178,10
20803,4017,0316789844,10
20804,4017,0316899984,5
20805,4017,0345386574,10
20806,4017,0345389247,10
20807,4017,0345403339,8
20808,4017,0345410289,9
20809,4017,0345410394,9
20810,4017,0345410424,9
20811,4017,0345423097,10
20812,4017,0345423291,9
20813,4017,0345424719,10
20814,4017,0345433491,9
20816,4017,0345443284,10
20818,4017,0375406530,10
20819,4017,0375411550,10
20820,4017,0375412557,10
20822,4017,0375500510,10
20826,4017,0375701966,9
20827,4017,037570504X,10
20828,4017,0375705856,9
20830,4017,0375707972,10
20831,4017,0375724443,10
20833,4017,0375726624,9
20834,4017,0380005239,10
20836,4017,0380728826,6
20837,4017,038072975X,8
20838,4017,0380729768,8
20839,4017,0380730138,9
20840,4017,0380732149,9
20842,4017,0380820145,9
20843,4017,0385265700,9
20844,4017,0385314256,9
20845,4017,0385317042,10
20846,4017,0385318782,8
20847,4017,0385319207,10
20848,4017,0385333293,8
20849,4017,038533334X,10
20850,4017,0385486804,10
20851,4017,0385502532,9
20853,4017,0393029603,10
20855,4017,0393956539,10
20857,4017,0394563158,10
20858,4017,0395859972,9
20859,4017,0395908728,8
20860,4017,0395977711,9
20861,4017,0399142789,10
20862,4017,0399145079,9
20864,4017,0425168700,8
20867,4017,0425184757,10
20868,4017,0446310786,10
20869,4017,0446516538,7
20872,4017,0446677450,10
20873,4017,0449002985,8
20874,4017,0449911004,8
20875,4017,0451184149,6
20876,4017,0452260116,9
20877,4017,0452264790,5
20878,4017,0452271045,9
20879,4017,0452280621,10
20880,4017,0452280699,10
20881,4017,0452282098,8
20882,4017,0452282438,9
20883,4017,0452282829,10
20884,4017,0452283167,9
20887,4017,0520222571,10
20890,4017,0609608738,10
20891,4017,067003178X,5
20892,4017,0670887315,10
20893,4017,0670892963,8
20894,4017,0671038184,10
20895,4017,0671510053,10
20896,4017,0671748092,10
20897,4017,0679411267,10
20898,4017,0679414614,9
20899,4017,0679416730,9
20901,4017,0679723056,9
20902,4017,0679723692,9
20903,4017,0679755624,8
20904,4017,067976402X,10
20905,4017,0679774025,8
20906,4017,0679781587,9
20907,4017,068480087X,10
20908,4017,068484267X,10
20909,4017,068484270X,10
20910,4017,068484477X,5
20911,4017,0684852047,8
20913,4017,0688176992,10
20914,4017,0688177859,7
20915,4017,0743227840,10
20920,4017,0743411358,10
20921,4017,0743439740,10
20923,4017,0786860219,9
20925,4017,0786866470,9
20928,4017,0786869011,9
20930,4017,0786884622,9
20931,4017,0802131867,9
20932,4017,0802136265,8
20933,4017,0802138578,9
20936,4017,0805031871,8
20938,4017,0812968344,5
20939,4017,0871138328,7
20941,4017,0914913360,10
20942,4017,0965036022,5
20943,4017,096521365X,8
20945,4017,1400061598,10
20947,4017,1558746161,10
20948,4017,1559704640,10
20949,4017,1565122437,7
20950,4017,1565122968,10
20951,4017,1569470901,9
20952,4017,1571310169,10
20953,4017,1571740562,10
20955,4017,1573225789,9
20956,4017,1573228281,9
20957,4017,1582340765,5
20958,4017,1878067990,8
20959,4017,1879941201,5
20962,4017,B00007D03N,10
21689,4385,0061083402,10
21691,4385,0061093343,9
21692,4385,0061096156,10
21694,4385,0312956762,10
21695,4385,0312980353,10
21700,4385,0345446100,10
21701,4385,0373024665,10
21702,4385,0373025920,10
21706,4385,0373032072,10
21707,4385,0373035101,10
21708,4385,0373051921,10
21710,4385,0373072422,10
21711,4385,0373074123,10
21712,4385,0373074492,10
21713,4385,0373074808,10
21714,4385,0373075286,10
21716,4385,0373076223,10
21717,4385,0373076371,10
21719,4385,0373076592,10
21720,4385,0373076746,10
21721,4385,0373076932,10
21722,4385,0373077289,10
21724,4385,0373078056,10
21726,4385,0373088701,8
21727,4385,0373092741,8
21728,4385,0373093799,8
21729,4385,0373093829,10
21732,4385,0373095244,10
21733,4385,0373096585,10
21734,4385,0373096828,10
21736,4385,0373097840,10
21737,4385,0373098006,10
21738,4385,0373098677,10
21739,4385,0373098847,10
21740,4385,0373098855,10
21741,4385,0373098987,8
21742,4385,0373099150,10
21743,4385,0373099169,10
21744,4385,0373099568,10
21747,4385,037310507X,10
21748,4385,0373105401,10
21749,4385,037310667X,10
21751,4385,0373106734,10
21752,4385,0373107072,10
21754,4385,0373109040,10
21755,4385,0373111622,10
21757,4385,0373114931,10
21759,4385,0373115458,10
21760,4385,0373116373,10
21761,4385,0373117949,8
21762,4385,0373118651,6
21763,4385,0373118716,8
21765,4385,0373121369,10
21767,4385,0373151896,10
21768,4385,0373160011,10
21769,4385,0373161387,10
21770,4385,0373162111,10
21771,4385,0373162227,8
21774,4385,0373164386,10
21776,4385,0373165048,10
21777,4385,0373165544,8
21778,4385,0373165595,8
21780,4385,0373165811,8
21781,4385,037316596X,10
21785,4385,0373166931,8
21786,4385,0373166958,10
21789,4385,0373168527,10
21793,4385,0373168705,10
21795,4385,0373168721,10
21796,4385,0373168748,10
21797,4385,0373168802,10
21798,4385,0373168829,10
21800,4385,0373169175,10
21801,4385,0373169191,10
21802,4385,0373169264,10
21803,4385,0373169299,10
21804,4385,0373169302,10
21805,4385,0373169329,10
21806,4385,0373169361,10
21807,4385,0373169469,10
21808,4385,0373169477,10
21809,4385,0373169493,10
21811,4385,037316954X,10
21812,4385,0373169566,10
21813,4385,0373169620,10
21814,4385,0373169639,10
21815,4385,037316968X,10
21817,4385,0373169760,10
21822,4385,0373169868,10
21823,4385,0373169884,10
21825,4385,037319692X,10
21826,4385,0373201427,10
21827,4385,0373201575,10
21829,4385,0373222289,10
21830,4385,0373222823,10
21831,4385,0373223455,10
21832,4385,0373224915,10
21833,4385,0373225202,10
21835,4385,0373241224,10
21838,4385,037324343X,10
21839,4385,0373243685,10
21840,4385,0373253184,10
21841,4385,0373254547,10
21842,4385,0373254571,10
21843,4385,0373255500,10
21844,4385,037325668X,10
21848,4385,0373288050,10
21849,4385,0373288093,10
21850,4385,0373288212,10
21853,4385,0373288646,10
21854,4385,0373288727,8
21855,4385,0373288816,10
21856,4385,037328926X,10
21858,4385,0373289421,8
21860,4385,0373289871,10
21863,4385,037329011X,10
21865,4385,037329056X,8
21866,4385,0373291019,10
21869,4385,0373291183,8
21871,4385,0373291213,10
21872,4385,0373292155,10
21875,4385,0373451806,10
21876,4385,0373451903,10
21877,4385,0373451911,10
21878,4385,0373482949,10
21879,4385,0373482957,10
21880,4385,0373484070,10
21882,4385,0373501749,10
21883,4385,0373501757,10
21885,4385,0373650396,10
21886,4385,037365054X,10
21887,4385,0373704070,10
21888,4385,0373705247,10
21890,4385,0373706448,10
21892,4385,0373706898,10
21895,4385,037370707X,8
21897,4385,0373710291,10
21899,4385,0373765053,10
21900,4385,0373790538,10
21905,4385,0373898347,10
21908,4385,0380815346,10
21909,4385,0380818078,10
21910,4385,0380897857,10
21912,4385,0425105156,10
21913,4385,0440112907,10
21914,4385,0440169836,10
21917,4385,0440221471,10
21919,4385,0441007147,10
21920,4385,0441023142,10
21922,4385,0445206608,10
21924,4385,0446356859,10
21925,4385,0446356875,10
21926,4385,0446360511,10
21927,4385,0446360708,10
21928,4385,0446360732,10
21930,4385,0446364290,10
21931,4385,0446364312,10
21932,4385,0446600342,10
21933,4385,0446602558,10
21935,4385,0446603090,10
21936,4385,0446606448,10
21937,4385,0449005844,10
21939,4385,0449129047,10
21940,4385,0449140180,8
21942,4385,0449232131,10
21943,4385,0449236250,8
21945,4385,0451180143,10
21947,4385,0515058181,10
21948,4385,051506162X,10
21950,4385,0553217771,10
21951,4385,0553218298,8
21953,4385,0553219510,10
21957,4385,0553220284,10
21960,4385,0553279335,10
21961,4385,0553289993,10
21965,4385,0553443119,8
21968,4385,0553444433,9
21969,4385,0553445006,10
21971,4385,0553567683,10
21973,4385,0553576011,10
21974,4385,0671019147,10
21975,4385,0671025384,10
21977,4385,0671042092,10
21979,4385,0671460412,10
